BlockId, ParentId, creatorId, Arrival Time, Depth, Block-Size
56a5ebd2140688d5f6bb002cad9a5896fce05e2f807604c160dbc16826e01e5b, b777d0e9e21a9809c240b7f00ea37dca3dd85ccb86a3f15659991fe770ca3949, 33, 435.78, 39, 1472
f9a853b6fc7f831f55be822282af072498ac1e52286dd788a18a65f3526ce8c8, 56a5ebd2140688d5f6bb002cad9a5896fce05e2f807604c160dbc16826e01e5b, 39, 455.44, 40, 1360
ef67bae8f5707f62522d52a77d7ccf27b20f30bed910be874ed36f201360bf1c, 56a5ebd2140688d5f6bb002cad9a5896fce05e2f807604c160dbc16826e01e5b, 11, 457.08, 40, 1368
e2f58ad8dd3ac66ca8bdb608238eac54ab0bb80a68eb0c8ee880f42cd63b51d4, 56a5ebd2140688d5f6bb002cad9a5896fce05e2f807604c160dbc16826e01e5b, 35, 457.60, 40, 1352
65fa055ad44064b331357dd1cd5ca70b24b90eda73f0726a056e1c42b8208c95, ef67bae8f5707f62522d52a77d7ccf27b20f30bed910be874ed36f201360bf1c, 32, 477.00, 41, 1496
9da7806cca54b48a881513da0edbe4b87f86f89f01e416c0efcdd16092111c1a, 65fa055ad44064b331357dd1cd5ca70b24b90eda73f0726a056e1c42b8208c95, 11, 492.70, 42, 1432
6a98d9ef938c154ea02698265be07fb71c987504c5948fb290850b0846d00566, ef67bae8f5707f62522d52a77d7ccf27b20f30bed910be874ed36f201360bf1c, 17, 492.93, 41, 1496
66b03632c8b9b88bc9b85edaaa06a79412b10787890ef385e99317a5947b4db8, 9da7806cca54b48a881513da0edbe4b87f86f89f01e416c0efcdd16092111c1a, 47, 496.13, 43, 1312
8a16a95d666730a0941c354159ae6e3135e79350c1fbcf5417999a5358334dad, 66b03632c8b9b88bc9b85edaaa06a79412b10787890ef385e99317a5947b4db8, 16, 508.62, 44, 1336
b2a2951c6eaf8890a3ebb6a976ce438c43b7531288108f07502bf371a941171b, 8a16a95d666730a0941c354159ae6e3135e79350c1fbcf5417999a5358334dad, 20, 515.82, 45, 1520
e158bc7b3d5aebfacbe95a76281557346e85cf810a779bbbe2d49361b452fbc9, b2a2951c6eaf8890a3ebb6a976ce438c43b7531288108f07502bf371a941171b, 19, 542.18, 46, 1368
6c6474ec6c71bf9f710db735d13faa1793a3c24ae0f5b1ba94e2d33670601227, e158bc7b3d5aebfacbe95a76281557346e85cf810a779bbbe2d49361b452fbc9, 30, 557.88, 47, 1544
b020116addfc8d4ecca38a951e1c7eeb34aee431991de68242741a9893699614, 6c6474ec6c71bf9f710db735d13faa1793a3c24ae0f5b1ba94e2d33670601227, 46, 561.56, 48, 1472
22172d8cc5def688893c7a28e2bfc13a628c7eacb44515201eb64763cecb80b7, b020116addfc8d4ecca38a951e1c7eeb34aee431991de68242741a9893699614, 34, 568.55, 49, 1208
4773d26061eba1b8a6b4aa0a80b04df068d32d8e9015c662dedc46d3f28e14d4, 22172d8cc5def688893c7a28e2bfc13a628c7eacb44515201eb64763cecb80b7, 7, 595.37, 50, 1304
4b17e4d5c714797daf5d1d3a27bbc4584aa91df5e22e093103ca0feb78514114, 4773d26061eba1b8a6b4aa0a80b04df068d32d8e9015c662dedc46d3f28e14d4, 13, 600.01, 51, 1568
48791b920ef1ce3269c09c2c95ef65dd85f979719cfde3d2a0340ab36fcd3d46, 4b17e4d5c714797daf5d1d3a27bbc4584aa91df5e22e093103ca0feb78514114, 11, 620.39, 52, 1576
7a4d08ced87d147b79ea801cc87d07a76367998a23daa7b69eaa77582a0012dd, 4b17e4d5c714797daf5d1d3a27bbc4584aa91df5e22e093103ca0feb78514114, 43, 625.46, 52, 1552
72fbcec2049b301b69d45c7f0197dd4f1e20fe3cbc606443012dd39949b59606, 48791b920ef1ce3269c09c2c95ef65dd85f979719cfde3d2a0340ab36fcd3d46, 15, 639.67, 53, 1432
1703cc1474ffd580bf533b860aa85cbf63a860e7a283b88279876e5c92f892ae, 72fbcec2049b301b69d45c7f0197dd4f1e20fe3cbc606443012dd39949b59606, 13, 667.08, 54, 1656
bc731c36ff5432156c291dfbf1cdd2762bac179f4436a8ae7f3355d019243eba, 72fbcec2049b301b69d45c7f0197dd4f1e20fe3cbc606443012dd39949b59606, 15, 671.89, 54, 1656
0bd3ff1dc3fca67590d0c8c644ba1f2efb9da16750a922826803f18d77509075, 1703cc1474ffd580bf533b860aa85cbf63a860e7a283b88279876e5c92f892ae, 13, 689.11, 55, 1504
ffdde2de74f8ab43682f88e73ed271b8c463c44f741e704f38d59af3290d71d9, 0bd3ff1dc3fca67590d0c8c644ba1f2efb9da16750a922826803f18d77509075, 28, 699.41, 56, 1528
392fe7bebe13ee1b5c779d7f45b8a49b6e215cba2416a3d127321c314ee3849f, ffdde2de74f8ab43682f88e73ed271b8c463c44f741e704f38d59af3290d71d9, 16, 714.85, 57, 1648
a44d83f53b39cd5dd298fccfa3e75fa31b5d5b5fcbeea528bd40281cb8bc61d7, ffdde2de74f8ab43682f88e73ed271b8c463c44f741e704f38d59af3290d71d9, 37, 719.12, 57, 1632
b8ac39c0b416e2310a2a70909f904163e4f711717aa457c2055da5a61cad0988, 392fe7bebe13ee1b5c779d7f45b8a49b6e215cba2416a3d127321c314ee3849f, 42, 738.94, 58, 1624
801e9c67a583b6b27597219517f6fe5a4824f88a10d8330b93e8cc93777d2b51, b8ac39c0b416e2310a2a70909f904163e4f711717aa457c2055da5a61cad0988, 10, 763.12, 59, 1664
900ac87d86945a1cf4c94f5a2f69ff95f00eca6832b7e5f200160d3c4e858b54, b8ac39c0b416e2310a2a70909f904163e4f711717aa457c2055da5a61cad0988, 0, 765.11, 59, 1648
01f408d6c3e397d1743bb9ac633ce4e6a79baf963eb1c190db1ae33011f96450, 801e9c67a583b6b27597219517f6fe5a4824f88a10d8330b93e8cc93777d2b51, 34, 778.37, 60, 1472
c90174d41474d3904ac85de6666d8d6eddc3be8c8c218ebd5da37f02633614d8, 01f408d6c3e397d1743bb9ac633ce4e6a79baf963eb1c190db1ae33011f96450, 22, 782.46, 61, 1528
f69529583d530f6357326d63d7ebad1ebb658ffe49aa3e1a786642c2d9cece0f, c90174d41474d3904ac85de6666d8d6eddc3be8c8c218ebd5da37f02633614d8, 31, 812.19, 62, 1416
7221d73d57630742c13856708f5369967437607166362249848578fc7053f1f1, c90174d41474d3904ac85de6666d8d6eddc3be8c8c218ebd5da37f02633614d8, 44, 813.73, 62, 1424
ff79cc798efec9d2512dde8271d5ec198247fbf3f6cb83fdd47d5f42013cb9d8, f69529583d530f6357326d63d7ebad1ebb658ffe49aa3e1a786642c2d9cece0f, 25, 816.21, 63, 1504
341d812592e79c6b75593b86d148d7af78cb4e483109743bebb5d9e7a9ecdcdc, ff79cc798efec9d2512dde8271d5ec198247fbf3f6cb83fdd47d5f42013cb9d8, 7, 826.56, 64, 1296
6498265c945022ee9f83d8c3c90185f1278c04dfe23a572c405e63460dd550d0, 341d812592e79c6b75593b86d148d7af78cb4e483109743bebb5d9e7a9ecdcdc, 12, 833.49, 65, 1384
06c411f1b37da62b89bc03358e00b1f176ae49fdc97fb2e752f7dd6afd7aada9, 6498265c945022ee9f83d8c3c90185f1278c04dfe23a572c405e63460dd550d0, 10, 846.03, 66, 1472
89f05fdc1b6db60dd068d65653f17a745651acdb92f12369913e3b3229eb7c10, 06c411f1b37da62b89bc03358e00b1f176ae49fdc97fb2e752f7dd6afd7aada9, 17, 862.68, 67, 1704
d7bf635a7f5d229d362cec0a018b2b57edb387e2d4098228f30a0964df567e38, 06c411f1b37da62b89bc03358e00b1f176ae49fdc97fb2e752f7dd6afd7aada9, 41, 868.56, 67, 1792
88565ce4498e585be74572d9df8d2f5423ae9be0009972613c563f21c4b25290, 89f05fdc1b6db60dd068d65653f17a745651acdb92f12369913e3b3229eb7c10, 49, 869.05, 68, 1320
2001078c0c75726b735e8fa133ea5886384f52b6e1af2bd08556ac38c9951fde, 88565ce4498e585be74572d9df8d2f5423ae9be0009972613c563f21c4b25290, 5, 894.09, 69, 1480
d023c9365cae0091189071dc4b20ac937a3e52532430b3e84db2786fd1416a12, 2001078c0c75726b735e8fa133ea5886384f52b6e1af2bd08556ac38c9951fde, 27, 899.93, 70, 1536
b44a32c78bb4da7c25a87d30b177cf65bca64e2f7573e242a11a19488668d61e, d023c9365cae0091189071dc4b20ac937a3e52532430b3e84db2786fd1416a12, 40, 908.63, 71, 1624
610ace91bd0a65fb1d36b63048fc0f47f98da480fa7ecd6f349a216afc1d3b3b, b44a32c78bb4da7c25a87d30b177cf65bca64e2f7573e242a11a19488668d61e, 0, 915.57, 72, 1424
e4d8fd3407e0b933d82cfd2410ac27cf1cbd1af61c334e64aa5a2a6dc0f38194, b44a32c78bb4da7c25a87d30b177cf65bca64e2f7573e242a11a19488668d61e, 29, 916.29, 72, 1432
daef299bcee0584db2817e03cc718595638527d22b1d9d3c90c3254ab92ed502, e4d8fd3407e0b933d82cfd2410ac27cf1cbd1af61c334e64aa5a2a6dc0f38194, 35, 920.52, 73, 1416
370beef478d9847e5c03f117aa7a531083bcf5cbf5b14311352b26d906e74701, daef299bcee0584db2817e03cc718595638527d22b1d9d3c90c3254ab92ed502, 10, 928.76, 74, 1288
db0445ff36d13caa48941919fa95abc050278192cb4c85c6e078fdf239527fb2, 370beef478d9847e5c03f117aa7a531083bcf5cbf5b14311352b26d906e74701, 18, 943.14, 75, 1440
70f1e0e48826972b6b3aaa51dccc78083c02efc148a69fefd8260d9adca881c2, db0445ff36d13caa48941919fa95abc050278192cb4c85c6e078fdf239527fb2, 19, 951.72, 76, 1368
a666719da2e74e72fcd67862d831383222023623ba9cf546c6189fbdb0a23fb1, 70f1e0e48826972b6b3aaa51dccc78083c02efc148a69fefd8260d9adca881c2, 6, 974.66, 77, 1368
f3f311367c08f1fd0abb49582be85c968b6dc9f69bf414137fa1d28351105f27, 70f1e0e48826972b6b3aaa51dccc78083c02efc148a69fefd8260d9adca881c2, 0, 975.37, 77, 1360
6160cbaf18c2b1f4d2629b60830f6f061951bdb0ff15ee144f033c5b0379da6b, 70f1e0e48826972b6b3aaa51dccc78083c02efc148a69fefd8260d9adca881c2, 5, 976.72, 77, 1352
37ea18c210300cb5442ccb5424ce387f63d2dfcbf7bddaa1b43dec38fc6deb06, 6160cbaf18c2b1f4d2629b60830f6f061951bdb0ff15ee144f033c5b0379da6b, 29, 985.01, 78, 1672
7aa624b520a5ef73860eda4b48572031a1ab67433dbe81331e6feb30f036e477, 37ea18c210300cb5442ccb5424ce387f63d2dfcbf7bddaa1b43dec38fc6deb06, 41, 996.37, 79, 1480
de630ead04f22b0865a6707ef3cac86e5f83df12d391ff5264b5322b66b54dcd, 7aa624b520a5ef73860eda4b48572031a1ab67433dbe81331e6feb30f036e477, 47, 999.90, 80, 1480
